,org_uuid,ccy_pc_perc,ccy_mac_perc,ccy_android_perc,vm_ccy
161,d2fc3979e7a04e5f9058bf35a48c420e,0.368120468,0.061447738,0.570431806,15
162,f7c025cc58b442c3b875db14f8883ede,0.980449124,0.017261963,0.002288914,50
163,7539a206121c41fda45195bcf733aa6a,0.722167825,0.00076538,0.277066795,32
164,be6641d9f85a47419ff59d05f8a99d3d,0.635469584,0.19427126,0.170259156,50
165,8810ae42199b43848f8ccbf17e21ff69,0.013230141,0.009402729,0.97736713,10
166,f2b097711e144517a527098b0dd87348,0.013762148,0.856732135,0.129505716,60
169,75e8a1d6580346789dd2f885397e2a7f,0.999961978,3.80E-05,0,68
170,a6350128059841ae9f0c4fa5d7095598,0.789074023,0.209824842,0.001101135,20
171,153415504572466787b5d8bbbe07ac4d,0.720434584,0.258185934,0.021379482,10
172,069621c0a3b44cb1abe498f4d102bb65,0.204183564,0.536922443,0.258893992,10
173,b5f15856e7dd48eaaae1a1302fa7268b,0.984104152,0.015037121,0.000858727,15
174,47ed61dcb88948d885a9e8cca85a6634,1,0,0,4
175,d2a775e78c8440659f2fbed3bca20a72,0.891974913,0.107226874,0.000798213,10
176,90f69aa2fa3c4b3fbd86def96bed1c18,0.98694837,0.011480522,0.001571108,16
177,1f7ce0b6ce9f405cad8ed06910b1552b,0.968680865,0.031301017,1.81E-05,10
178,112664032c0f41d68762f5455f5b03ef,1,0,0,10
179,5cb3a298619e451c8420912b7b11f476,0.01309583,0.984036013,0.002868157,10
180,2bd36ffda59b4915ade5e27342b66ff6,0.442912049,0.475945631,0.081142317,10
181,17bda53ff02f4a37b80cd6557067a41c,0.371609582,0.602264691,0.026125727,21
182,dde7114546274095a09fb3f936395537,0.167950099,0.806699925,0.025349977,6
187,3197d899ff8948d4aa8f02101d32a563,0.951535957,0,0.048464043,3
189,ecb79435c84c415996152794fc3a3f5b,0.226074957,0.773925043,0,16
191,2bd6129f01cd4cffbddf09e2723cf2ec,0.720190336,0.241187267,0.038622397,2
193,36eb17740a674eb9a1c0981ccfcf3e96,0.021450819,0.792364673,0.186184508,1
197,7a817aa6dbff4e65a32f55065f2525a6,1,0,0,5
201,61d0019dee834e6abd9003623a3eb3be,0.235351032,0.560019932,0.204629036,75
202,4734713d5ed549c496bae4801185ee09,0.327299556,0.661208384,0.01149206,17
204,2c58321a85704993ab8a3d48c012ff79,0.965380185,0.034619815,0,25
205,a4efd7d8def542e0b19c72f265a14e67,0.571109571,0.328579093,0.100311336,60
207,fb6045e6a671414e9784664a92703955,0.085237981,0.914762019,0,10
208,b35883135b2a47d9aef19eaf47dc25b7,1,0,0,10
212,d9704a809c5947cf803b52d978cd2ed0,0.102214651,0.548126065,0.349659284,3
213,263276e162384b76b55dae05ddd5ee10,0.290670272,0.424583111,0.284746613,260
214,8411acf6f777437ba49eed7521a2d35c,0.00033326,0.99966674,0,11
215,de28cf9f8a2b4fe0b979bde62e6c92a2,0.774304177,0.22379482,0.001901002,18
216,ea0638d03ec54930b1dd295dc4a3a810,0.939770655,0.058538063,0.001691282,56
217,5041f14b66504e62b751bd368c5223a9,0.531361584,0.468638416,0,155
218,1da46466b886427f85aa9906f84ee0f9,0.831973266,0.167782008,0.000244726,120
219,af8cb64af6ff40159fdc1c1b33497714,0.927007043,0.068456489,0.004536469,230
220,3d4e28cb6f0c4d21bd2a747d4058ef48,0.9910976,0.007257534,0.001644866,75
221,495839285db74309a48234caa7bd529a,0.704411336,0.188522819,0.107065845,50
222,835e6c8077b849e7b8befd65d3c0a666,0.744221444,0.242651687,0.013126869,132
223,08365d885ffb43ee9964c09fd1e77c0c,0.678703845,0.019140484,0.302155675,100
224,a73ad2902a6542ddb32e356900d0fc67,0.160631104,0.046274267,0.79309463,10
225,8dbe168a601048c691d49bd6d605d085,0.98994135,0.005848701,0.004209949,10
226,5a295c52951c45ed968b35318d3ae874,0.119903419,0.625513236,0.254583331,100
227,8ccfc35d2daf48f5a5e04d2671e6954d,0.880834386,0.113941643,0.005223971,10
228,a41b34cc69b443b7af8316d6eeb393a5,0.999842818,0.000157182,0,5
229,a68575f4d4d1423991b5792918e10379,0.011417582,0.837159499,0.15142292,120
230,b32fa4b333d14773b890799b89f5a09d,0.965578999,0.033521254,0.000899747,15
231,0ce651962cb040ecad8f83dd413f174b,0.001257568,0.796574731,0.202167701,10
232,a6cbd9dc8b1e4ce3b8a81cd13c276e7f,0.997479823,0.002238656,0.00028152,50
233,6262157912374b2b83414798a353032e,0.744439212,0.233501788,0.022058999,30
234,c224828ebf034744ae03fdd33efab972,0.060038215,0.508249764,0.431712017,15
237,50126e92ab9e4e9b81ef0b1c7eb2d739,0.95444792,0.04555208,0,10
238,65b9a4e481c849c592f676bb374e1f2d,0.001089236,0.958305865,0.040604899,50
239,74b3bccb4e91417eb7b104a82874f08f,0.586910642,0.413089358,0,10
240,c82eebd9033c4bf0a5021d5b1a9a723e,0.974724893,0.024820875,0.000454232,10
241,d10c2800bfa347d28ab2076563a09cdd,0.454066473,0.139611545,0.406321981,55
244,95725b837fb94586b14a5a92691d5d5e,0.794021401,0.167417222,0.038561377,13
245,37ec4896cf91428884edf108efd0fa4c,0.531197093,0.45229594,0.016506966,25
246,1c4422720dd644e286164644d7256b93,0.598199847,0.396829264,0.004970889,8
248,a016ae2debf74bb8a31ed44a5ef8f85f,0.111636696,0.277053574,0.61130973,10
249,795d273991c14ea19d714f2ed8a6e4bd,0.401120067,0.528810107,0.070069826,25
250,e492ec3d682844909d09e3b69879fc18,0.964702075,0.035297925,0,20
252,d6d10075cb03432eb1ec008f3f227834,0.001142789,0.757661465,0.241195745,15
255,c6dc9f55a9aa4339946c031f64b921fc,0.655066056,0.232730765,0.112203179,10
258,8cc34f97eb824e5a8563733a41ab788f,0.001578091,0.997321041,0.001100868,1
259,b592f5b020494b24a07cda1350b3b9e2,0.84961161,0.130337996,0.020050394,20
261,0514127f673d4454bb904c27517fdd51,0.990320517,0.009679483,0,40
262,963c3447b33b4b86809ef96a7a22e058,0.212929316,0.776937153,0.010133531,15
263,9eccece22aa54e7294ef7e4bd9d0eb3d,0.975752587,0.023952049,0.000295364,120
264,55ffc76c38094b1eb012e768601b3ee8,0.994213523,0.004576984,0.001209493,35
266,9649f64d765242998cbaf99e78faa3c5,0.937986934,0.057403106,0.004609961,30
267,b9273a6af375446bb8f202e42159f6fa,0.629809436,0.370190564,0,14
270,1961a75ccbfd4b6aa852826aa810a41f,0.820101474,0.179898526,0,16
271,58f86f5f0908495fb8942149da16ac58,0.887183634,0.110834607,0.001981759,3
272,7a4887e49b3b4a97a8fd0ee2da5cd345,0.971286013,0.020034153,0.008679834,100
274,81e063fd405c4798ac4030d2780abd28,0.050441309,0.120340302,0.829218389,35
275,af9399117048418ca56ef7ba1db87a02,1,0,0,8
276,091ec930d29d4a5d8080c758190332a1,0.01050233,0.977556455,0.011941216,20
277,face4f18b37249ffb7f7b39142484c4b,1,0,0,10
278,27bb5345e4ea46ec9fe2b9b90c71a1c5,0.207743354,0.784981238,0.007275408,10
279,5e98a6719bbf4debb282c2d67395eae4,0.043460313,0.951637622,0.004902065,25
281,f6008d9b4aa94ffa968bb07db4e54b1e,0.40616277,0.59383723,0,20
282,ea05fbc5f2e8423d9ad8e1e1336fb5dc,0.939722471,0.042413357,0.017864172,8
284,fb800ddcbe6c41759f1f4e5e4b9277f4,0.302593178,0.697406822,0,10
289,c05ad423961448279804c91d8b6875ed,0.305627777,0.694372223,0,30
292,628c26c0368e47e3ac0b70429f348c37,0.762538169,0.21939181,0.018070021,5
293,b5996941928a4da79316a5cbfbe9e1a3,0.696610169,0.303389831,0,4
294,72cf0a10240644138491354acce3d591,0.989136364,0.010863636,0,55
295,3e35ec10504e467da3c023cc52946a2c,1,0,0,10
298,8e30db7b247845e4a0b66aff9b1303ab,0.991156412,0.008843588,0,20
299,776d5859d5dc424e92414466529b0271,0.696036302,0.200969001,0.102994698,55
307,d9317f8c75e840a78639d7fb427bb2bd,1,0,0,110
310,0f1cec52e42b405a83121cd3cffa11fe,0,0,1,12
311,c42c68bd4ba64afebac090344221e74b,0.462304902,0.537695098,0,60
312,1e718b865a434030a85009f40385ffc2,0.977478095,0.018450757,0.004071151,206
313,2ef67e902afb4d3085d5c94e20d68979,0.007039798,0.98913058,0.003829622,75
314,53afa03423b1446e945fb9b3242fd23b,0.001886243,0.998113757,0,60
315,e65728b698e34c32989352af0119b888,0.434271439,0.561466917,0.004261643,600
316,0a252d1b6f3b42c38c1c265054adb745,0.165566265,0.834433735,0,58
317,304cd73c78fc429b80ace7a6d841bd91,0.999005284,0.000847136,0.00014758,100
318,78d9e644185246b3af6734166bc71c72,0.93900973,0.035494503,0.025495767,2000
319,7b3b7f1d92344fde9fe703ac3744c065,0.655267648,0.159510314,0.185222038,125
320,9254b6056ee645288bb5e9c0b8d0009d,0.597419715,0.189804898,0.212775391,131
321,639bba49f09c4ffa946b4ac62588f10c,0.999954269,4.57E-05,0,30
322,10b4c98395d645e5b23b8f9c3b49b9af,0.615633681,0.372221556,0.012144763,101
323,f3a78361e97c4f3e999894b45a6544d0,0.56264537,0.43735463,0,15
330,9ba26c782675430fade395c4db380d3d,0.756526521,0.134861987,0.108611483,40
331,f7b630bf6d9c4a8a83508219b2df2df3,0.637214203,0.362785797,0,16
332,d469824414d14a1b95a8132fe2a15ebd,1,0,0,100
333,123e181cfb2847f6b96bf2930db1a096,0.481690951,0.449393383,0.068915667,29
334,ee82df1ee7c949f699c373dced851ca1,0.974240348,0.022821055,0.002938597,32
335,c0de3958d23747248235a0dc63eeb182,0,0.639906553,0.360093447,10
336,144de9f6b0ee43bab31e0bf59f151301,0.466458905,0.479635042,0.053906051,110
337,6d182312f5e34dc9a4dd2cc8bfd458e8,0.870809548,0.125606148,0.003584303,50
338,7c21d67c80f74049950933371b2ead36,0.998971723,0.001028277,0,12
339,a9d8d90bede04e019d49415fd6ef4e4f,0,0.61438449,0.385615512,175
341,46949f6833044d9d8be45aaea8ff7cce,0.366043386,0.441155949,0.192800637,60
342,d0f26d152b65418d99d8c5a9afbecc2e,0.382805334,0.427538493,0.189656172,5
345,a2d2e66326b848158d023bf1aaa10dc7,0,0.069258996,0.930741004,24
346,62ffa50b71954c0fac699c224d63720f,0.85812251,0.012693439,0.128647344,30
348,6a33145c10df4ba9b6686742af6fbf58,0.247651496,0.497157343,0.255191161,15
349,f4582b7c577a4280b63edb847a4fb2da,0.499357487,0.500642513,0,3
350,ecefe628bed14d0c85cedf15ed3c8f45,0.774314631,0.221091631,0,24
351,ae7d60769ac84349b47687b58eb00b07,0.011073254,0.556856899,0.432069847,2
353,531dd54be1cf45ceab590c890a65cdeb,0.537716897,0.425089905,0.037193198,30
354,833f582fe444443c871641f82cd4099b,0.236959058,0.763040942,0,25
358,ed8fcbd8ad6e41e68656247ebddbc179,0.999116249,0.000883751,0,10
359,c5131d94c01c49b9b1c3e7265c05a9ba,0.13777118,0.753977019,0.108251799,1620
360,49ea2bc753644226bde59d6a48ac5d14,0.875472805,0.107539974,0.01698722,45
361,eba446ccadba44618ace9bc89afa0fe0,0.985840949,0.011578931,0.002580119,18
362,776c800386a44592a8aa1f8abdd3498a,0.010182893,0.989817107,0,10
363,0acc1fb367324413bd4d2a2e431e6f01,0.819856877,0.168361609,0.011781515,30
364,3825e5fe74c3475a8fd8119da50eff47,0.969471673,0.023297239,0.007231089,250
365,92e56edd912a4129997e946a7b93aab1,0.952512579,0.043773418,0.003714003,40
366,8e8646d7ae91413484b58b922b4b4118,0.996884865,0.003115135,0,12
367,bac78cd3a4f74aca868c6b383298e2a4,0.988957873,0.010935634,0.000106493,25
368,19bd4b9a4a284d408d01bb64f5d75230,0.645989661,0.317545374,0.036464966,40
369,67315d80d30d4924a85a3762e2354408,0.039144776,0.06357539,0.897279834,8
370,49910be5b8d441b99e4a3bbe4bd7a3e3,0.838415294,0,0.161584706,12
371,f8ef4d52c29741b5909b058e5594db33,0.03343301,0.96656699,0,25
374,73bdb6f09450479390ce7ed7bd205db8,0.99502511,0.00497489,0,5
375,69e5db3e91a64de4b5820a10ba3c9eeb,0.875075751,0.122595907,0.002328342,2
376,6d48bab7cb3443ca80a23377a476f8dc,0.02131776,0.029101149,0.949581091,30
377,f5faf548a746498e8645a2ed30865c5b,0.038673326,0.66887275,0.292453922,5
379,8a0fd0fc457a422789d484c452788d81,0.436812111,0.432458253,0.130729636,26
380,53a35907aeb5490abe800b9c7476b034,0.993869954,0.003973756,0.00215629,16
381,3cc8bca1178b4495897ac4c1e45bfe64,0,0.702440847,0.297559153,4
382,f97ecb76e27e43f1b42d89179f6fc938,0.381623265,0.491393052,0.126983683,15
383,ccb2ae1d49ee4422b0a935d9bbd8e3e8,0.920182744,0.079817256,0,10
386,bd47f325cf2b4f649d59517fd7e52778,0.720131962,0.279868038,0,10
388,7fd6d87c7ddd45fc8103b108429a1fb6,0,0.074237699,0.925762301,1
389,3607dd3fae7a45ceac303f1014cc2895,1,0,0,5
390,1af88e2eeb034d9697298e3b9c53348e,0.642104151,0.271705473,0.086190374,90
391,85043652f3b34f0594fcbf09f201c233,0.49483954,0.349427191,0.155733267,30
392,3fdafcd58d9345eab3de5b642f56b162,0.971410497,0.025899245,0.002690258,20
394,37621b7008e84fe4bdc5de810ed88a9e,0.581057409,0.326054773,0.092887817,10
396,6bb483d097954b28a9352c430dc155ae,0.66876714,0.293315459,0.037917401,5
397,a98d7a50ce1e471bb71cffc115e3563c,0.995744827,0.003781369,0.000473804,20
398,d4078fc67762456cb4dd4d04447b13fc,0.411304426,0.565628392,0.023067181,5
399,57ead1e69ec442c79857bf603e8c1b64,0.115248171,0.884457303,0.000294526,4
400,8f121f49d48b434f8ca17cd4efb4c674,0,0.02320851,0.97679149,31
405,963df629f6a1415ead3f1475ea530b88,1,0,0,6
406,daeb9ee480494d1e98d8aeb21447a4d3,0.412956457,0.534718137,0.052325405,10
407,ffb2c791abf64c6fb41f79434a484766,0.999998868,0,0,12
408,0b84d5c256ee4d7dbf6beae4bda8d58c,0.800775394,0.195662226,0.003562379,190
409,03af95db5f5046b4877b4dd2e0912587,0.850027157,0.143550192,0.006422651,60
410,9f55cf25c0bc4fffb34db5c570772ce4,0.96466146,0.008867161,0.026471379,35
411,0440e6b8427347b99fac625272e153ae,0.974820682,0.021241634,0.003937683,80
412,606bd4e780834607806daef9420647a3,0.570201693,0.427903596,0.001894711,42
413,50b1d1b51eb44848ae072322cb0ce9d0,0.897462834,0.06239129,0.040145889,270
414,a8ba5c4b86644ff79ba31a2e02f67081,0.63419705,0.306905059,0.058897876,44
415,e763994b4c484a5b83cfcf497c5ab20c,0.048582907,0.648119293,0.303297797,400
416,c83dbd42016243bdb4c4721c4ae38a43,0.948735831,0.050057106,0.001207063,65
417,0ebaf5ac9ec549e0a3c05e0527bc57aa,0.332007383,0.481194136,0.186793564,280
418,0419d1cc1bfb45d3a3f70c62f0587b7a,0.746827787,0.247664304,0.005507908,50
419,1acf2055de4e493d8ff9fa3bc105bbcd,0.508151014,0.484125314,0.007723674,365
420,2a947e298f1d4ccab962e5133dbc4c67,0.942524115,0.056674167,0.000801719,400
421,d361a142170b45d4b9c22e21d1336634,0.162803895,0.697360798,0.139835316,35
422,6253b23d7cc44ae49108c1f3cbbc37a3,1,0,0,10
423,a524ba2759e44522b77853f49652b540,0.767295396,0.156435453,0.076269151,32
424,411d0faf06bc4529a510e5ace569dc20,0.68916307,0.294866934,0.015969993,20
425,8df062f33af847d7bd64122d21357ea2,0.903551278,0.095937678,0.000511044,30
426,a849fc706554494699dc1bc38a15a2ef,0.781415951,0.214390644,0.004193405,10
428,8102a00a42e0472cbb315deafe349cc5,0.245620284,0.74990353,0.004476186,35
431,e6ccfeceeff6489d8d573a0fa814d0fe,0.993214471,0.002784526,0.004001003,1
433,603b69a8657b48e797967bbff87e7e51,0.636557068,0.205296418,0.158146491,66
434,60377fcb05874673a69caf831db4c445,0.00718352,0.345649191,0.647167289,42
435,7c93fc604f0d4a12867132509d49b6fc,0.979277008,0.020120997,0.000601995,20
436,8a69bd8ded184e1b85bff0879e301db1,1,0,0,8
437,bee402a191bf4a8596d3b9a796d4e6f8,0.387520575,0.612479425,0,45
438,4a1a379819fa44ea8ab55bda8019b61f,0.954634922,0.045365078,0,40
439,932b9ab352e84d53bcca3145fecf1dc0,0.982036743,0.011446973,0.006516283,10
440,9b7918a7d2cd4268a5eea86c307d5212,0.455078904,0.537948733,0.006972363,4
441,49a5f593097a4667ad85846f56f9a4e3,0.964166689,0.035337957,0.000495354,8
442,754e668ef5a54391acaec799861683bd,0.034171114,0.007249022,0.958579864,5
443,14494817eb9e4394a51a771f086db2f6,1,0,0,18
444,d4d423e8a7b64be2ac359659c198e596,0.976842351,0.023157649,0,10
445,0c2c415182894a6bbdcc30bfebd01f9a,1,0,0,10
446,0590449acdfe4a61b9ff7fcd4b5a8559,0.999822938,0,0.000177062,5
447,7e288a2023bc455db5cc471cc1f36716,0.334241868,0.500712494,0.165045638,4
448,f0e8e4cd5c5a4cf2a757a9fddedd8eaf,0.884167286,0.080156839,0.035675875,10
449,ca483970b94f4553b8e64bea8f7cb8f8,0.517637797,0.474643617,0.007718584,50
451,18d1e06c65d14eba828f4d57232cbe2f,0.68464239,0.217345487,0.098012129,10
452,e0a007ff9bb142af92eb4c3146d7c2e0,0.763619213,0.235746145,0.000634641,40
456,52e5e04b25034ae6a52c06e114e4aa09,0.873439324,0.124644442,0.001916235,150
457,a42c43f08b284b9c8ab958c395a65515,0.921330082,0.078402795,0.000267123,27
