org_name,org_uuid,arr_ind,current_arr,current_vm_arr,vm_ccy,current_vm_arr_eu,vm_de_ccy,current_vm_arr_total,vm_ccy_total,ccy_bins,arr_per_vm,counts_win,mins_win,counts_mac,mins_mac,counts_android,mins_android,counts_ios,mins_ios,mins_total,counts_total,mins_win_perc,mins_mac_perc,mins_android_perc,mins_ios_perc,counts_win_perc,counts_mac_perc,counts_android_perc,counts_ios_perc,win_arr,mac_arr,ios_arr,android_arr
DaVita,1c4422720dd644e286164644d7256b93,True,109800,10500,8,0.0,0,10500.0,8,1:1-9,1312.5,7094.0,26422.42,5392.0,23877.85,14.0,167.68,24.0,907.82,51375.77,12524.0,0.51,0.46,0.0,0.02,0.57,0.43,0.0,0.0,5355.0,4830.0,210.0,0.0
Pearson,1d2d12ec67fa4228bb175e287199678d,True,96563,96563,65,0.0,0,96563.0,65,4:50-99,1485.5846153846153,1337163.0,4636906.54,6830.0,152921.72,51676.0,149282.63,90988.0,262047.95,5201158.84,1486657.0,0.89,0.03,0.03,0.05,0.9,0.0,0.03,0.06,85941.07,2896.89,4828.150000000001,2896.89
FINRA,1da46466b886427f85aa9906f84ee0f9,True,115200,115200,120,0.0,0,115200.0,120,5:100-249,960.0,4572681.0,11112932.63,1433030.0,2025716.86,77.0,627.47,360.0,2647.5,13141924.46,6006148.0,0.85,0.15,0.0,0.0,0.76,0.24,0.0,0.0,97920.0,17280.0,0.0,0.0
IBM,1df28284e261421eab4b5a14e75a0533,True,23175,20394,5,0.0,0,20394.0,5,1:1-9,4078.8,2.0,1.18,0.0,0.0,1.0,31.88,0.0,0.0,33.07,3.0,0.04,0.0,0.96,0.0,0.67,0.0,0.33,0.0,815.76,0.0,0.0,19578.239999999998
TIAA,1e718b865a434030a85009f40385ffc2,True,267347,267347,206,0.0,0,267347.0,206,5:100-249,1297.8009708737864,6440629.0,15956126.87,16026.0,126358.58,18967.0,55575.93,8525.0,76699.55,16214760.94,6484147.0,0.98,0.01,0.0,0.0,0.99,0.0,0.0,0.0,262000.06,2673.4700000000003,0.0,0.0
Roblox,1f2b3af12e4a4ed29b2946d288f7973a,True,765000,765000,850,0.0,0,765000.0,850,7:500+,900.0,16989082.0,28635677.61,8.0,663.27,1.0,39.98,0.0,0.0,28636380.86,16989091.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,765000.0,0.0,0.0,0.0
Telstra,1f7ce0b6ce9f405cad8ed06910b1552b,True,21600,21600,10,0.0,0,21600.0,10,2:10-24,2160.0,76466.0,117989.8,8837.0,15280.4,1.0,0.25,0.0,0.0,133270.45,85304.0,0.89,0.11,0.0,0.0,0.9,0.1,0.0,0.0,19224.0,2376.0,0.0,0.0
Mark.Wilkinson99.dotmatics,1fabf08acc0d4a5cad4eb402f41d61f2,True,21763,0,0,21762.67,19,21762.67,19,2:10-24,1145.4036842105263,1141.0,5675.88,870.0,48557.53,6.0,52.82,39.0,1429.58,55715.82,2056.0,0.1,0.87,0.0,0.03,0.55,0.42,0.0,0.02,2176.267,18933.5229,652.8801,0.0
BBC Worldwide,1fe1ee5f9dea46c3b651e0ea0e1e80d2,True,100769,0,0,23363.52,30,23363.52,30,3:25-49,778.784,1267.0,5302.05,10264.0,13868.85,23.0,191.7,21.0,386.0,19748.6,11575.0,0.27,0.7,0.01,0.02,0.11,0.89,0.0,0.0,6308.1504,16354.464,467.2704,233.6352
swisscom,208a5df223fb424ca2a8a1456f748f6d,True,140440,0,0,49965.96,25,49965.96,25,3:25-49,1998.6384,25244.0,37913.68,3224.0,4391.3,16440.0,86864.03,15075.0,89996.45,219165.47,59983.0,0.17,0.02,0.4,0.41,0.42,0.05,0.27,0.25,8494.2132,999.3192,20486.043599999997,19986.384000000002
Tryg_Admin,209bcc82439f412980a74acc5d003fee,True,59880,0,0,18720.0,15,18720.0,15,2:10-24,1248.0,321.0,3813.27,908.0,8662.27,656.0,3904.78,902.0,9464.65,25844.97,2787.0,0.15,0.34,0.15,0.37,0.12,0.33,0.24,0.32,2808.0,6364.8,6926.4,2808.0
EC Digit,226d191147224646ad4ea6ceb5a450ae,True,50856,0,0,45714.24,16,45714.24,16,2:10-24,2857.14,,,,,,,,,,,,,,,,,,,,,,
Open Raven,22962c31c2554fe4a180cd52df1ea750,True,36000,36000,15,0.0,0,36000.0,15,2:10-24,2400.0,0.0,0.0,198.0,1914.42,0.0,0.0,0.0,0.0,1914.42,198.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36000.0,0.0,0.0
Metro Bank,22bc1f65ffad4be19fbf3f01c1069ff5,True,260680,94844,50,0.0,0,94844.0,50,4:50-99,1896.88,143894.0,414106.95,1496.0,15855.45,216.0,3422.23,10.0,69.58,433454.22,145616.0,0.96,0.04,0.01,0.0,0.99,0.01,0.0,0.0,91050.23999999999,3793.76,0.0,948.44
fiserv,234474654a654bc38bb38c3994af46ad,True,23280,11400,5,0.0,0,11400.0,5,1:1-9,2280.0,391.0,1899.23,188.0,7024.37,125.0,2016.65,123.0,2247.78,13188.03,827.0,0.14,0.53,0.15,0.17,0.47,0.23,0.15,0.15,1596.0000000000002,6042.0,1938.0000000000002,1710.0
IBM,2395c6862f334b569d37ccfb356524ab,True,20394,20394,10,0.0,0,20394.0,10,2:10-24,2039.4,76051.0,241212.92,58367.0,225737.03,0.0,0.0,0.0,0.0,466949.95,134418.0,0.52,0.48,0.0,0.0,0.57,0.43,0.0,0.0,10604.880000000001,9789.119999999999,0.0,0.0
ZDF Digital Medienproduktion GmbH,23c5cada9dfd4ce9971345068588d22e,True,78714,0,0,7226.16,4,7226.16,4,1:1-9,1806.54,5126.0,5334.47,98.0,581.3,0.0,0.0,12.0,786.18,6701.95,5236.0,0.8,0.09,0.0,0.12,0.98,0.02,0.0,0.0,5780.928,650.3543999999999,867.1392,0.0
LPL Financial,23fa3c6446f044ae85d49a50eda8c3b2,True,409560,128400,1000,0.0,0,128400.0,1000,7:500+,128.4,242362.0,1011425.55,1173.0,21907.12,19.0,59.42,23.0,166.0,1033558.08,243577.0,0.98,0.02,0.0,0.0,1.0,0.0,0.0,0.0,125832.0,2568.0,0.0,0.0
Fiserv,24f024acb9aa4899954233d961f6fc69,True,350460,171000,150,0.0,0,171000.0,150,5:100-249,1140.0,411808.0,1503570.69,185280.0,180106.53,1831.0,8018.05,725.0,7232.73,1698928.01,599644.0,0.89,0.11,0.0,0.0,0.69,0.31,0.0,0.0,152190.0,18810.0,0.0,0.0
Chemical Abstracts Service,2500c24457d1406bab7347b1cedf4d37,True,101970,101970,50,0.0,0,101970.0,50,4:50-99,2039.4,113482.0,176022.58,33604.0,52702.63,0.0,0.0,0.0,0.0,228725.22,147086.0,0.77,0.23,0.0,0.0,0.77,0.23,0.0,0.0,78516.90000000001,23453.100000000002,0.0,0.0
Disney - DPEP,263276e162384b76b55dae05ddd5ee10,True,580390,539230,260,0.0,0,539230.0,260,6:250-499,2073.9615384615386,1601631.0,7440547.01,18810.0,90987.93,1510515.0,10884953.78,1556287.0,13124921.15,31541409.87,4687243.0,0.24,0.0,0.35,0.42,0.34,0.0,0.32,0.33,129415.2,0.0,226476.6,188730.5
Elementum,277c1ac620da4a289625c190303403e8,True,24000,19200,8,0.0,0,19200.0,8,1:1-9,2400.0,1675.0,4596.35,2.0,162.97,0.0,0.0,0.0,0.0,4759.32,1677.0,0.97,0.03,0.0,0.0,1.0,0.0,0.0,0.0,18624.0,576.0,0.0,0.0
Sherwin Williams,27bb5345e4ea46ec9fe2b9b90c71a1c5,True,81236,20156,10,0.0,0,20156.0,10,2:10-24,2015.6,936.0,11799.78,1974.0,35686.9,46.0,639.0,47.0,1534.05,49659.73,3003.0,0.24,0.72,0.01,0.03,0.31,0.66,0.02,0.02,4837.44,14512.32,604.68,201.56
Liberty Mutual,27d58ce440664296ab801c58b0843d71,True,240096,158904,150,0.0,0,158904.0,150,5:100-249,1059.36,1297629.0,9851943.15,124723.0,774193.97,9031.0,52756.43,9294.0,55394.38,10734287.93,1440677.0,0.92,0.07,0.0,0.01,0.9,0.09,0.01,0.01,146191.68,11123.28,1589.04,0.0
Kabbage Inc.,280b987da6614d4cae6f0663c0a40d4a,True,62383,44496,30,0.0,0,44496.0,30,3:25-49,1483.2,49203.0,68892.75,19.0,175.98,54.0,1853.15,22.0,34.98,70956.87,49298.0,0.97,0.0,0.03,0.0,1.0,0.0,0.0,0.0,43161.119999999995,0.0,0.0,1334.8799999999999
HP Inc - ePrint Center,284d390e9cf7446591c43d5c3c3a6673,True,14861,14861,18,0.0,0,14861.0,18,2:10-24,825.6111111111111,4087.0,15626.32,166.0,3358.78,117.0,2952.12,182.0,4206.28,26143.5,4552.0,0.6,0.13,0.11,0.16,0.9,0.04,0.03,0.04,8916.6,1931.93,2377.76,1634.71
Picnic Technologies B.V.,28b0a00096d7404fbb61bfdc713ef1a6,True,10188,0,0,2400.0,2,2400.0,2,1:1-9,1200.0,0.0,0.0,0.0,0.0,307.0,435.4,0.0,0.0,435.4,307.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2400.0
Unilever U.K. Central Resources Limited,28d3a357a259436e8067fdf643b4168b,True,3700,0,0,3699.96,2,3699.96,2,1:1-9,1849.98,1325.0,5102.05,0.0,0.0,0.0,0.0,0.0,0.0,5102.05,1325.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3699.96,0.0,0.0,0.0
Avon Cosmetics Limited,292e04a4b84146a38abc4460ef9fef91,True,66001,0,0,26400.03,20,26400.03,20,2:10-24,1320.0014999999999,590181.0,1054286.88,221.0,717.27,18284.0,44850.67,15882.0,40866.27,1140721.08,624568.0,0.92,0.0,0.04,0.04,0.94,0.0,0.03,0.03,24288.0276,0.0,1056.0012,1056.0012
BlaBlaCar,295edaed84d74bcc970f7d625c2f0068,True,12760,0,0,12760.43,8,12760.43,8,1:1-9,1595.05375,5434.0,4019.82,259.0,687.03,102709.0,129399.42,58337.0,98413.45,232519.72,166739.0,0.02,0.0,0.56,0.42,0.03,0.0,0.62,0.35,255.20860000000002,0.0,5359.3805999999995,7145.840800000001
Provation,296129f179d547c1a7ee2c4f35689cc4,True,24720,24720,10,0.0,0,24720.0,10,2:10-24,2472.0,239706.0,799795.18,2.0,104.73,19.0,204.5,21.0,472.47,800576.88,239748.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24720.0,0.0,0.0,0.0
IAG GBS LIMITED,29f31bddae3d48108861f344779ab5f6,True,44506,1,0,44505.0,25,44506.0,25,3:25-49,1780.24,541407.0,430583.12,7421.0,10891.38,67696.0,174596.87,38459.0,195869.52,811940.88,654983.0,0.53,0.01,0.22,0.24,0.83,0.01,0.1,0.06,23588.18,445.06,10681.44,9791.32
Twilio,2a7a7a419ae44da185f2f0aa928103a3,False,96000,118656,40,0.0,0,118656.0,40,3:25-49,2966.4,550873.0,1291294.17,206024.0,448437.1,288.0,553.42,13.0,35.23,1740319.92,757198.0,0.74,0.26,0.0,0.0,0.73,0.27,0.0,0.0,87805.44,30850.56,0.0,0.0
USAA,2a947e298f1d4ccab962e5133dbc4c67,True,576960,576960,400,0.0,0,576960.0,400,6:250-499,1442.4,6334644.0,19418990.43,360493.0,1127877.93,378.0,11892.65,719.0,6822.0,20565583.01,6696234.0,0.94,0.05,0.0,0.0,0.95,0.05,0.0,0.0,542342.4,28848.0,0.0,0.0
Bank of America,2b1b03b9710c4252bf70d412e1eeb754,True,252000,192000,100,0.0,0,192000.0,100,5:100-249,1920.0,1833.0,56360.78,1935.0,70541.37,22.0,735.77,19.0,517.88,128155.8,3809.0,0.44,0.55,0.01,0.0,0.48,0.51,0.01,0.0,84480.0,105600.00000000001,0.0,1920.0
New Balance eCommerce QA,2b335960776e4d0ea60e08311f70e2d3,True,65671,42271,20,0.0,0,42271.0,20,2:10-24,2113.55,1480476.0,2642950.32,9.0,272.48,1468.0,3211.47,724.0,688.85,2647123.12,1482677.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42271.0,0.0,0.0,0.0
Progressive Casualty Insurance Company,2bc83a6cdf4c47d69c26c2be17d536d9,True,44160,44160,20,0.0,0,44160.0,20,2:10-24,2208.0,2743.0,26054.65,1770.0,21325.32,532.0,11151.23,840.0,11720.45,70251.65,5885.0,0.37,0.3,0.16,0.17,0.47,0.3,0.09,0.14,16339.199999999999,13248.0,7507.200000000001,7065.6
Wizards of the Coast,2bd6129f01cd4cffbddf09e2723cf2ec,True,8376,3588,2,0.0,0,3588.0,2,1:1-9,1794.0,93.0,322.12,41.0,145.8,3.0,22.95,3.0,2.4,493.27,140.0,0.65,0.3,0.05,0.0,0.66,0.29,0.02,0.02,2332.2000000000003,1076.3999999999999,0.0,179.4
CTC,2be9ec8f8fb947d4999b0c4ad2cc4167,True,172680,134780,100,0.0,0,134780.0,100,5:100-249,1347.8,1205969.0,3184850.2,1612.0,15433.5,443.0,930.55,189.0,483.3,3201697.55,1208213.0,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,133432.2,0.0,0.0,0.0
Teckro,2bfc4fc1f7244117a6d792c9ace77ae6,True,6624,0,0,6624.0,5,6624.0,5,1:1-9,1324.8,751.0,1372.02,21693.0,34259.87,260.0,1801.38,1655.0,12115.63,49548.9,24359.0,0.03,0.69,0.04,0.24,0.03,0.89,0.01,0.07,198.72,4570.5599999999995,1589.76,264.96
National Association of Insurance Commissioners,2c58321a85704993ab8a3d48c012ff79,False,53400,141893,25,0.0,0,141893.0,25,3:25-49,5675.72,62818.0,94371.92,681.0,931.32,0.0,0.0,0.0,0.0,95303.23,63499.0,0.99,0.01,0.0,0.0,0.99,0.01,0.0,0.0,140474.07,1418.93,0.0,0.0
CNA Insurance,2d40db8f6687411783a421eacaf697cf,True,28181,28181,12,0.0,0,28181.0,12,2:10-24,2348.4166666666665,116.0,2630.22,73.0,1535.55,363.0,17595.97,1472.0,31946.6,53708.33,2024.0,0.05,0.03,0.33,0.59,0.06,0.04,0.18,0.73,1409.0500000000002,845.43,16626.79,9299.73
Grameen Foundation,2e1099901989402394ac3d7ec0a10f69,True,279341,0,0,192942.0,135,192942.0,135,5:100-249,1429.2,782998.0,1099691.18,239685.0,273858.37,177779.0,175523.17,145233.0,205693.88,1754766.6,1345695.0,0.63,0.16,0.1,0.12,0.58,0.18,0.13,0.11,121553.46,30870.72,23153.04,19294.2
myFICO,2e4d2d97dc02487ba2d39ddbfcf21f94,True,112800,76416,120,0.0,0,76416.0,120,5:100-249,636.8,538280.0,883019.63,224219.0,344056.72,207997.0,343590.42,190090.0,345547.27,1916214.03,1160586.0,0.46,0.18,0.18,0.18,0.46,0.19,0.18,0.16,35151.36,13754.88,13754.88,13754.88
Dynamo,2eb32510441f430e96161acc6fb8c441,True,768072,0,0,199920.0,245,199920.0,245,5:100-249,816.0,60275.0,324312.05,2.0,208.65,1524.0,4583.82,79.0,534.68,329639.2,61880.0,0.98,0.0,0.01,0.0,0.97,0.0,0.02,0.0,195921.6,0.0,0.0,1999.2
Teads,2ecf2dfcc9f64590a455d425a0e7032d,True,85349,0,0,48090.04,40,48090.04,40,3:25-49,1202.251,102832.0,68053.32,35.0,316.98,95495.0,83955.38,177.0,268.07,152593.75,198539.0,0.45,0.0,0.55,0.0,0.52,0.0,0.48,0.0,21640.518,0.0,0.0,26449.522
Major League Baseball,2ef67e902afb4d3085d5c94e20d68979,True,199200,145350,75,0.0,0,145350.0,75,4:50-99,1938.0,75179.0,167125.82,1029439.0,1099710.6,3796.0,3506.48,1878.0,2491.18,1272834.08,1110292.0,0.13,0.86,0.0,0.0,0.07,0.93,0.0,0.0,18895.5,125001.0,0.0,0.0
WGU,2f0e9d379c344d9288d8717129d239d5,True,56880,20880,10,0.0,0,20880.0,10,2:10-24,2088.0,,,,,,,,,,,,,,,,,,,,,,
